place	year	type	number
PCDV	102	small	2241
SLDV	100	small	281
PTDV	101	small	136
KSDV	100	insurance	11
KSDV	98	small	530
PCDV	103	small	1656
SCDV	95	small	449
TPDV	95	small	1726
PCDV	101	small	2060
TPDV	99	small	896
SCDV	97	small	357
TYDV	102	small	613
SCDV	91	small	97
KLDV	92	small	859
TPDV	95	small	562
TPDV	98	small	1408
TPDV	98	small	1217
SCDV	102	small	53
TYDV	102	small	729
TCDV	101	small	882
PCDV	102	small	1068
TYDV	90	small	544
TCDV	93	small	2472
SCDV	103	small	22
PCDV	102	small	180
SLDV	101	small	203
KSDV	99	small	410
PCDV	99	suit	1145
SCDV	103	small	28
PTDV	93	small	353
CYDV	104	small	31
TCDV	103	small	955
TCDV	98	small	2199
KLDV	103	small	182
SLDV	101	small	1231
PTDV	92	small	109
KSDV	98	small	2179
TPDV	90	small	2329
SLDV	101	small	628
TPDV	102	small	2066
TYDV	91	small	447
SLDV	100	small	1604
TCDV	104	small	1002
TPDV	95	small	2731
SCDV	98	small	3
SCDV	103	small	256
TPDV	91	small	1892
TCDV	99	small	2969
MLDV	98	small	405
TCDV	93	small	188
KSDV	101	small	1714
TCDV	97	small	1330
TCDV	103	small	174
SLDV	99	small	1825
TPDV	96	small	1141
TCDV	99	small	242
TCDV	104	small	11
PCDV	103	small	1233
SCDV	90	small	399
SCDV	103	small	295
TPDV	102	small	103
TPDV	103	summary	970
TYDV	101	summary	1612
SCDV	102	small	432
CHDV	96	small	22
SCDV	92	small	33
SLDV	101	small	138
TPDV	97	small	341
SCDV	103	small	178
SCDV	103	small	104
CHDV	98	small	113
TCDV	94	small	2676
SLDV	103	small	1138
SLDV	101	small	875
PCDV	99	small	2974
TPDV	100	small	2515
SCDV	102	small	291
TPDV	98	small	3044
PCDV	103	small	2263
SCDV	103	small	251
PCDV	102	small	2023
TPDV	96	small	1830
TYDV	101	small	72
SLDV	103	small	593
TPDV	97	small	594
SLDV	101	small	1220
KSDV	102	small	2345
TNDV	90	small	607
SLDV	102	small	68
TYDV	93	insurance	21
SLDV	103	small	1495
SCDV	95	small	423
KSDV	101	small	975
SCDV	104	small	104
TPDV	102	small	899
TPDV	103	small	1790
TCDV	101	small	238
SLDV	103	small	889
PCDV	101	small	587
TNDV	104	small	27
TPDV	91	small	428
TPDV	101	small	890
KLDV	92	insurance	1
SCDV	102	small	89
SLDV	101	small	430
TPDV	96	small	1137
TPDV	103	small	1050
TYDV	101	insurance	31
TCDV	97	small	4103
PCDV	95	small	3325
MLDV	103	small	545
TCDV	97	small	1713
CHDV	103	small	404
PTDV	102	small	331
CYDV	101	small	205
SLDV	102	small	965
TPDV	103	small	2298
SCDV	97	small	188
TPDV	97	small	2988
TPDV	103	summary	11288
TYDV	99	insurance	47
SCDV	102	small	148
TYDV	98	small	1036
MLDV	92	small	493
TYDV	103	small	1227
TPDV	92	insurance	20
TCDV	104	small	201
KSDV	101	small	772
TNDV	103	small	182
TPDV	104	small	989
SCDV	95	small	237
PCDV	103	small	1699
TCDV	93	small	954
SLDV	101	small	1411
PCDV	98	small	1137
TCDV	90	small	532
SLDV	96	small	2586
TPDV	103	small	1675
TNDV	101	small	917
TNDV	92	small	178
KSDV	103	small	130
KSDV	104	small	34
TYDV	94	small	866
KSDV	102	small	538
TCDV	100	small	245
SLDV	102	small	286
TNDV	103	small	297
TPDV	98	small	1031
TCDV	98	small	2486
PCDV	93	small	1684
PCDV	101	small	2650
SCDV	93	small	233
SCDV	98	small	158
SCDV	96	small	402
SCDV	90	small	69
KSDV	101	insurance	9
KSDV	97	suit	1537
SCDV	90	small	91
CHDV	96	small	620
TCDV	90	small	34
TCDV	96	summary	1215
SCDV	99	small	241
PCDV	101	small	1700
TCDV	90	small	234
PCDV	99	small	1619
TPDV	103	small	2068
KLDV	103	small	1976
SLDV	101	small	284
TPDV	102	small	291
TCDV	98	small	3381
SCDV	102	small	89
TCDV	101	small	62
TCDV	104	small	283
KSDV	102	small	2342
SCDV	103	small	237
PCDV	91	insurance	33
PCDV	103	small	1906
TPDV	100	small	924
KSDV	104	small	272
KLDV	90	insurance	14
TPDV	101	small	191
SLDV	101	small	236
SLDV	99	small	828
TPDV	100	small	981
TCDV	91	small	56
ILDV	97	small	318
TPDV	97	small	1442
TYDV	90	small	81
CHDV	97	small	307
CYDV	99	small	665
TPDV	95	small	3237
CHDV	97	small	282
SLDV	95	small	235
SLDV	101	small	577
ILDV	92	small	80
PTDV	101	small	113
TCDV	92	small	728
TPDV	100	small	909
TPDV	99	small	1095
CYDV	103	small	121
TCDV	104	small	125
TTDV	96	small	126
SLDV	92	insurance	16
KSDV	99	small	2469
NTDV	100	small	127
TPDV	101	small	174
PCDV	103	small	2120
TNDV	103	small	81
TNDV	103	small	212
TPDV	92	insurance	31
KLDV	102	small	994
CHDV	97	insurance	44
TCDV	94	small	85
SCDV	104	small	63
NTDV	102	small	424
PCDV	91	insurance	17
CHDV	101	small	6
TCDV	94	small	3811
TPDV	98	small	1088
CHDV	102	small	266
SCDV	104	small	157
KLDV	102	small	1586
TPDV	97	small	3018
TYDV	96	insurance	44
SLDV	103	small	523
TYDV	102	insurance	132
NTDV	103	small	503
SCDV	98	small	100
SCDV	91	small	54
CHDV	103	small	445
TPDV	100	small	783
TPDV	96	small	5956
TCDV	91	small	425
PCDV	103	small	1451
TYDV	95	summary	2379
TNDV	100	small	224
PCDV	100	small	2323
SLDV	100	small	1323
TPDV	99	small	1910
SLDV	100	small	270
SLDV	93	small	1240
SCDV	101	small	77
SLDV	95	small	2363
TNDV	103	small	1119
KSDV	91	small	2332
SLDV	100	small	268
ILDV	100	small	11
TYDV	102	small	1391
TPDV	92	insurance	43
HLDV	97	small	703
TPDV	101	small	786
TYDV	90	small	511
SCDV	103	small	54
KSDV	103	small	184
CHDV	103	small	190
KLDV	91	insurance	8
KLDV	103	small	677
CHDV	94	insurance	3
MLDV	92	small	237
CHDV	90	small	150
PCDV	102	small	1463
ILDV	98	small	113
KSDV	91	small	1578
TCDV	92	small	146
SCDV	101	small	210
TCDV	99	small	763
KSDV	91	insurance	21
TYDV	100	insurance	36
KSDV	101	small	646
SCDV	102	small	324
TCDV	91	small	29
CYDV	98	small	757
TCDV	100	small	329
KSDV	103	small	2294
TPDV	96	small	618
TCDV	91	small	1171
SLDV	93	insurance	29
NTDV	95	small	786
TCDV	90	small	1034
TCDV	98	small	2011
SLDV	100	small	702
TPDV	100	small	1811
SLDV	103	small	164
KSDV	97	insurance	2
TPDV	98	small	3397
SCDV	92	small	162
TPDV	90	insurance	67
ILDV	97	small	546
PCDV	94	small	1723
TPDV	99	small	583
TCDV	103	small	308
TNDV	99	small	343
TPDV	102	small	872
CHDV	90	small	51
HLDV	96	small	248
TCDV	99	small	284
PCDV	99	small	516
SLDV	100	summary	328
SLDV	101	small	833
SLDV	102	small	725
SLDV	102	small	826
SLDV	103	small	746
SLDV	103	small	183
SLDV	103	small	488
SLDV	104	small	357
SLDV	92	insurance	20
SLDV	93	insurance	44
SLDV	94	small	1004
SLDV	94	small	1352
SLDV	95	suit	876
SLDV	96	small	261
SLDV	96	small	1
SLDV	98	small	414
ILDV	95	summary	179
ILDV	95	suit	332
ILDV	96	small	211
ILDV	97	small	429
ILDV	98	small	190
ILDV	98	summary	201
HLDV	103	small	202
NTDV	101	suit	227
NTDV	104	small	107
NTDV	91	summary	288
NTDV	91	summary	83
NTDV	91	suit	453
NTDV	92	summary	506
NTDV	93	small	544
NTDV	95	summary	382
NTDV	96	small	107
NTDV	97	small	121
NTDV	97	small	602
PTDV	100	small	357
PTDV	102	summary	192
PTDV	102	summary	229
PTDV	103	small	103
PTDV	90	small	247
PTDV	90	summary	562
PTDV	91	small	124
PTDV	94	small	177
PTDV	97	summary	364
PTDV	98	summary	586
MLDV	102	small	18
MLDV	102	small	260
MLDV	102	summary	34
MLDV	89	small	190
MLDV	89	suit	364
MLDV	90	suit	260
MLDV	91	summary	504
MLDV	96	small	488
TYDV	100	small	670
TYDV	100	small	1235
TYDV	101	insurance	42
TYDV	101	insurance	27
TYDV	101	suit	2032
TYDV	101	suit	571
TYDV	102	insurance	26
TYDV	102	summary	1045
TYDV	102	summary	237
TYDV	102	summary	36
TYDV	103	insurance	11
TYDV	103	insurance	54
TYDV	103	summary	590
TYDV	103	suit	2186
TYDV	90	small	147
TYDV	90	small	673
TYDV	91	small	345
TYDV	91	summary	1020
TYDV	91	suit	1812
TYDV	93	insurance	6
TYDV	93	summary	424
TYDV	93	suit	438
TYDV	94	small	1654
TYDV	94	small	265
TYDV	94	small	661
TYDV	95	summary	289
TYDV	95	insurance	64
TYDV	95	small	1087
TYDV	96	summary	515
TYDV	96	summary	745
TYDV	96	summary	855
TYDV	97	insurance	53
TYDV	98	insurance	20
TYDV	98	insurance	69
TYDV	98	summary	1250
TYDV	99	insurance	1
TYDV	99	summary	297
KSDV	100	small	1800
KSDV	100	small	27
KSDV	100	small	794
KSDV	100	summary	2041
KSDV	100	small	559
KSDV	101	small	658
KSDV	102	small	194
KSDV	103	small	1554
KSDV	103	summary	114
KSDV	103	small	766
KSDV	103	summary	775
KSDV	104	summary	570
KSDV	90	suit	1967
KSDV	90	small	647
KSDV	90	summary	153
KSDV	90	summary	363
KSDV	91	suit	24
KSDV	91	small	636
KSDV	92	small	3584
KSDV	92	summary	959
KSDV	93	small	2673
KSDV	93	summary	3475
KSDV	94	summary	42
KSDV	94	suit	2966
KSDV	94	small	2899
KSDV	95	suit	2378
KSDV	96	suit	1423
KSDV	96	insurance	13
KSDV	96	small	3584
KSDV	96	summary	1574
KSDV	97	suit	1703
KSDV	98	summary	167
KSDV	98	summary	3787
KSDV	99	summary	1088
KSDV	99	summary	78
KSDV	99	summary	887
KLDV	100	summary	552
KLDV	101	small	2090
KLDV	102	small	1936
KLDV	103	small	824
KLDV	104	small	373
KLDV	88	suit	215
KLDV	90	small	415
KLDV	91	small	132
KLDV	91	small	610
KLDV	92	insurance	2
KLDV	94	small	1049
KLDV	96	small	1415
ULDV	91	small	4
ULDV	92	small	45
ULDV	93	summary	90
ULDV	94	summary	168
ULDV	95	summary	45
ULDV	96	suit	257
ULDV	98	small	299
PCDV	100	small	1479
PCDV	100	small	2242
PCDV	100	small	421
PCDV	101	small	565
PCDV	101	small	728
PCDV	102	small	1463
PCDV	102	small	2263
PCDV	102	summary	381
PCDV	102	small	1280
PCDV	102	summary	1243
PCDV	103	small	2624
PCDV	103	small	2854
PCDV	103	summary	1032
PCDV	103	summary	194
PCDV	103	small	2339
PCDV	103	small	732
PCDV	103	small	790
PCDV	104	summary	22
PCDV	91	insurance	22
PCDV	92	small	2365
PCDV	93	insurance	7
PCDV	95	small	119
PCDV	95	small	213
PCDV	96	small	1839
PCDV	96	small	508
PCDV	97	suit	1064
PCDV	97	small	2027
PCDV	98	summary	2234
PCDV	99	small	1298
PCDV	99	summary	1499
SCDV	100	small	35
SCDV	100	small	7
SCDV	100	summary	59
SCDV	101	small	213
SCDV	102	small	187
SCDV	103	small	114
SCDV	103	small	247
SCDV	104	small	59
SCDV	104	small	106
SCDV	104	small	74
SCDV	88	small	259
SCDV	89	summary	361
SCDV	89	suit	707
SCDV	90	small	85
SCDV	90	small	149
SCDV	90	small	344
SCDV	91	summary	312
SCDV	91	summary	321
SCDV	91	small	78
SCDV	91	summary	74
SCDV	91	suit	557
SCDV	92	small	116
SCDV	92	summary	243
SCDV	92	small	87
SCDV	93	small	199
SCDV	93	small	125
SCDV	93	small	195
SCDV	94	small	60
SCDV	94	small	90
SCDV	94	summary	39
SCDV	94	summary	954
SCDV	95	small	369
SCDV	95	summary	76
SCDV	96	small	518
SCDV	97	small	343
SCDV	97	summary	297
SCDV	99	summary	307
SCDV	99	suit	286
CYDV	101	small	270
CYDV	103	small	62
CYDV	103	summary	499
CYDV	103	small	16
CYDV	103	summary	22
CYDV	90	small	62
CYDV	90	summary	774
CYDV	91	small	386
CYDV	91	summary	100
CYDV	92	summary	319
CYDV	94	small	1036
CYDV	95	summary	1229
CHDV	100	small	153
CHDV	101	small	26
CHDV	101	summary	62
CHDV	102	summary	86
CHDV	103	small	70
CHDV	90	insurance	6
CHDV	90	insurance	3
CHDV	90	summary	369
CHDV	90	suit	303
CHDV	92	suit	593
CHDV	93	insurance	14
CHDV	93	insurance	13
CHDV	97	summary	244
TCDV	100	summary	2545
TCDV	100	small	384
TCDV	101	small	2355
TCDV	101	small	335
TCDV	102	small	321
TCDV	103	summary	1595
TCDV	103	summary	114
TCDV	103	summary	545
TCDV	104	small	524
TCDV	90	small	1037
TCDV	90	summary	3700
TCDV	90	suit	3521
TCDV	90	suit	672
TCDV	90	small	41
TCDV	91	small	1141
TCDV	91	summary	142
TCDV	91	summary	3479
TCDV	91	summary	518
TCDV	92	summary	3517
TCDV	92	suit	2778
TCDV	92	summary	238
TCDV	93	small	2513
TCDV	93	summary	882
TCDV	93	suit	1948
TCDV	93	suit	2290
TCDV	94	summary	457
TCDV	94	small	583
TCDV	95	small	127
TCDV	95	small	765
TCDV	95	summary	30
TCDV	96	small	2134
TCDV	96	small	4773
TCDV	97	summary	4028
TCDV	97	small	845
TCDV	98	small	1589
TCDV	98	small	2811
TCDV	98	small	538
TCDV	98	small	987
TCDV	98	summary	3516
TCDV	99	small	1480
TCDV	99	insurance	30
TCDV	99	small	412
TCDV	99	suit	2461
TPDV	100	small	808
TPDV	100	summary	4386
TPDV	101	small	1729
TPDV	101	small	424
TPDV	101	small	242
TPDV	101	small	277
TPDV	102	small	2001
TPDV	102	small	3031
TPDV	102	small	797
TPDV	102	small	460
TPDV	102	small	623
TPDV	103	insurance	9
TPDV	103	small	1311
TPDV	103	small	1314
TPDV	103	small	400
TPDV	103	small	842
TPDV	89	suit	4316
TPDV	90	insurance	166
TPDV	90	suit	3100
TPDV	91	small	281
TPDV	93	summary	15116
TPDV	94	summary	9227
TPDV	94	suit	7039
TPDV	95	small	1887
TPDV	95	small	444
TPDV	95	small	699
TPDV	96	small	3793
TPDV	96	small	5402
TPDV	96	small	6392
TPDV	96	small	6426
TPDV	96	summary	18804
TPDV	97	small	1194
TPDV	97	small	1732
TPDV	97	small	2060
TPDV	97	small	4071
TPDV	97	summary	28888
TPDV	97	summary	42328
TPDV	97	small	1222
TPDV	98	small	108
TPDV	98	small	1475
TPDV	98	small	1964
TPDV	98	small	2583
TPDV	98	small	2741
TPDV	98	small	3064
TPDV	98	small	3439
TPDV	98	small	13
TPDV	99	small	145
TPDV	99	small	175
TPDV	99	small	267
TPDV	99	small	340
TPDV	99	small	762
TPDV	99	suit	2202
TNDV	100	small	215
TNDV	100	small	369
TNDV	100	small	407
TNDV	102	summary	112
TNDV	102	suit	365
TNDV	102	suit	675
TNDV	103	small	1298
TNDV	103	suit	160
TNDV	90	summary	289
TNDV	90	summary	547
TNDV	90	suit	779
TNDV	91	summary	1713
TNDV	92	small	96
TNDV	93	summary	370
TNDV	95	summary	351
TNDV	95	suit	832
TNDV	96	insurance	3
TNDV	96	small	1133
TNDV	99	summary	297
TNDV	99	summary	483
TNDV	99	small	520
TNDV	99	small	393
KSDV	102	suit	1165
PCDV	102	summary	887
PCDV	103	summary	357
MLDV	103	suit	324
PCDV	101	summary	593
TPDV	100	summary	847
TPDV	103	small	1980
TYDV	103	summary	339
MLDV	101	summary	54
TCDV	104	suit	304
TPDV	97	small	331
TPDV	99	suit	2325
TNDV	104	small	277
TYDV	92	suit	496
TYDV	97	small	768
TPDV	103	small	934
ULDV	102	summary	237
HLDV	100	small	9
PCDV	102	suit	389
TPDV	102	small	2222
KSDV	103	small	2165
CYDV	91	summary	88
NTDV	94	small	389
TPDV	102	small	2925
CHDV	96	insurance	8
MLDV	98	small	383
MLDV	101	small	74
CHDV	101	suit	938
KSDV	99	small	2801
TPDV	92	insurance	30
TCDV	102	small	1149
SCDV	103	small	262
CHDV	98	small	323
TNDV	103	small	191
TPDV	103	small	555
SCDV	101	small	122
TPDV	103	small	2399
SCDV	95	small	181
TPDV	100	small	1058
PCDV	102	small	79
TNDV	101	small	389
PTDV	104	small	42
SLDV	103	small	491
PCDV	94	small	3760
SLDV	104	small	222
TPDV	103	small	2456
TNDV	103	small	352
TYDV	92	insurance	19
PCDV	90	suit	1348
TYDV	95	insurance	44
KLDV	102	small	1348
KLDV	101	small	1897
SLDV	104	small	4
TNDV	102	small	309
SLDV	94	small	1155
KSDV	90	small	1670
SLDV	102	small	789
HLDV	102	small	137
TPDV	102	small	2978
TPDV	103	small	655
SCDV	103	small	84
SLDV	102	summary	264
SLDV	90	suit	651
ILDV	100	small	172
HLDV	100	small	28
NTDV	97	suit	222
PTDV	90	summary	669
PTDV	95	small	104
MLDV	95	small	594
TYDV	90	suit	243
TYDV	92	suit	1282
TYDV	96	insurance	9
TYDV	97	summary	515
KSDV	101	suit	1505
KSDV	101	summary	281
KSDV	102	small	1790
KSDV	102	summary	1748
KSDV	89	summary	3640
KSDV	91	small	797
KSDV	93	insurance	13
KSDV	94	suit	1830
KSDV	95	suit	1170
KSDV	96	suit	2032
KSDV	96	small	8900
KSDV	96	insurance	16
KSDV	97	summary	6719
KSDV	99	suit	240
KLDV	101	summary	104
KLDV	91	suit	278
PCDV	103	summary	983
PCDV	90	insurance	4
PCDV	90	suit	7
PCDV	92	insurance	40
PCDV	97	small	423
PCDV	99	small	471
SCDV	102	small	72
SCDV	89	summary	77
SCDV	91	suit	596
CYDV	101	small	357
CYDV	101	suit	478
CYDV	104	small	50
CYDV	92	summary	292
CYDV	97	summary	143
CHDV	101	suit	105
CHDV	104	small	58
CHDV	94	insurance	2
CHDV	96	insurance	15
TCDV	100	small	1677
TCDV	101	summary	2639
TCDV	101	suit	2897
TCDV	102	suit	2533
TCDV	92	suit	1377
TCDV	93	summary	593
TCDV	98	summary	309
TCDV	99	small	305
TCDV	99	summary	398
TPDV	92	small	1015
TPDV	94	insurance	96
TPDV	99	summary	11420
TNDV	103	small	59
TNDV	104	suit	683
TNDV	90	suit	1797
TNDV	91	small	398
TNDV	93	summary	500
TNDV	98	summary	1479
ULDV	101	suit	416
KLDV	103	small	699
TPDV	100	small	722
SLDV	95	small	1057
KSDV	92	small	4282
CHDV	98	small	300
TYDV	93	small	605
CHDV	103	small	70
HLDV	94	small	21
TNDV	96	summary	655
TYDV	93	insurance	24
TCDV	91	small	409
PCDV	102	small	3019
NTDV	96	small	123
TYDV	101	small	143
TYDV	97	insurance	90
PCDV	101	small	345
SCDV	102	summary	76
CHDV	94	summary	530
CHDV	96	summary	630
TCDV	95	summary	530
TCDV	96	suit	1808
TCDV	99	suit	1819
TNDV	93	small	1383
TPDV	102	small	1009
TPDV	90	suit	867
TYDV	101	suit	950
TCDV	99	small	380
PCDV	100	suit	522
PCDV	101	small	625
PCDV	104	small	468
TCDV	102	small	1013
PCDV	100	small	1006
KLDV	103	small	1391
TCDV	102	small	3015
PCDV	103	small	1395
TYDV	103	small	104
PCDV	104	small	40
SLDV	104	small	351
PCDV	103	small	1832
KSDV	102	summary	1254
TYDV	102	small	1082
PCDV	104	small	759
SCDV	101	small	273
TPDV	103	small	317
TCDV	102	small	355
CHDV	104	small	63
TCDV	101	small	2926
CYDV	96	small	2040
SLDV	93	small	589
TPDV	101	small	580
SLDV	104	small	511
TPDV	104	small	174
TYDV	102	small	454
TPDV	102	small	2933
KSDV	101	small	954
TYDV	99	small	999
TPDV	99	small	1249
TCDV	103	small	986
TPDV	101	small	1298
SCDV	103	small	151
TPDV	103	small	399
TPDV	98	small	3470
PCDV	103	small	1101
TPDV	103	small	1057
KSDV	101	summary	86
TPDV	99	small	2342
TNDV	93	small	917
PCDV	99	small	407
SLDV	99	small	543
KSDV	103	summary	22
SLDV	100	small	1163
SLDV	104	small	137
TNDV	103	small	352
KSDV	91	summary	47
TNDV	104	small	83
CHDV	103	small	369
KSDV	98	small	2560
KSDV	101	small	734
TPDV	98	small	2076
KSDV	103	summary	2360
TCDV	103	small	90
TCDV	103	small	1785
TPDV	101	small	185
TCDV	102	summary	89
SCDV	101	small	84
TPDV	101	small	128
KSDV	99	small	3277
TCDV	102	small	446
SLDV	93	small	1212
SLDV	90	suit	675
NTDV	99	small	238
PTDV	103	small	84
MLDV	102	suit	25
MLDV	93	summary	41
TYDV	101	small	654
TYDV	101	summary	737
TYDV	91	suit	595
TYDV	93	summary	298
KSDV	101	summary	50
KSDV	102	suit	262
KSDV	102	suit	673
KSDV	94	insurance	37
PCDV	101	suit	1348
PCDV	101	suit	2644
PCDV	102	small	1907
PCDV	102	small	255
PCDV	102	summary	464
PCDV	102	summary	1138
PCDV	103	small	348
SCDV	89	small	150
CYDV	100	suit	555
CYDV	91	suit	57
CYDV	96	summary	1026
CYDV	98	summary	210
CHDV	98	summary	78
TCDV	101	summary	2059
TCDV	103	suit	847
TCDV	96	summary	2779
TCDV	98	small	234
TPDV	101	small	2366
TPDV	103	small	809
TPDV	90	suit	5200
TPDV	95	suit	3603
TPDV	96	suit	9794
TNDV	103	small	95
TNDV	97	suit	579
CYDV	103	small	460
TPDV	100	small	611
TCDV	97	small	3978
TPDV	90	small	2326
KSDV	98	small	1378
TPDV	101	small	1090
PCDV	96	small	2
TPDV	102	small	1760
TPDV	103	small	340
PCDV	102	small	2127
TPDV	103	small	1044
SLDV	97	small	911
PCDV	100	small	1044
TPDV	90	small	175
SLDV	102	small	538
KSDV	101	summary	230
TPDV	94	small	1389
TPDV	103	small	215
TPDV	99	small	2169
TPDV	96	small	771
TPDV	96	small	263
TPDV	95	small	683
CYDV	94	small	1037
SLDV	104	small	195
TPDV	90	small	492
TPDV	92	small	1991
KLDV	96	small	369
TPDV	103	small	1690
TPDV	90	small	2261
SLDV	104	small	68
SLDV	100	small	1377
KLDV	103	small	361
TPDV	96	small	2000
PCDV	103	small	2277
PCDV	103	small	2390
TPDV	96	small	3291
TPDV	93	small	2756
TPDV	93	small	106
KLDV	92	small	206
PCDV	100	suit	537
TPDV	103	small	277
TPDV	99	small	1620
TPDV	102	small	2217
PCDV	102	small	2600
PCDV	103	small	1835
PCDV	98	small	2765
KSDV	95	summary	221
TPDV	98	small	1799
TPDV	99	small	1586
KLDV	96	small	4255
SLDV	96	small	2476
SLDV	102	small	1341
PCDV	94	small	3197
TYDV	93	small	361
HLDV	97	small	249
TPDV	102	small	2167
SLDV	97	small	2249
TNDV	103	small	113
TPDV	103	small	1490
TPDV	94	small	1097
SLDV	100	small	254
KLDV	94	small	798
TPDV	93	small	548
TPDV	95	small	1837
TPDV	103	small	2043
SLDV	101	summary	1035
SLDV	102	summary	1086
SLDV	90	suit	583
SLDV	95	suit	542
SLDV	97	suit	642
SLDV	99	summary	673
ILDV	102	small	15
KMDV	96	small	81
NTDV	90	suit	596
KSDV	100	small	289
KSDV	100	summary	717
KSDV	90	summary	2074
KSDV	91	summary	997
KSDV	95	suit	1635
KLDV	98	summary	207
PCDV	103	small	1435
PCDV	99	suit	964
SCDV	103	small	236
SCDV	96	small	173
SCDV	99	summary	11
TCDV	90	summary	2690
TCDV	93	suit	683
TCDV	94	small	1507
TPDV	100	small	280
TPDV	102	small	255
TPDV	102	small	2680
TPDV	102	summary	15743
TPDV	104	small	754
TPDV	93	suit	2118
TPDV	94	small	2245
TPDV	95	small	580
TPDV	96	small	3497
TPDV	97	small	774
TPDV	99	small	2332
TPDV	99	suit	3850
TTDV	97	small	404
TPDV	95	small	1912
TPDV	94	small	2386
SLDV	97	small	2318
KSDV	104	summary	161
TCDV	95	small	6003
TPDV	101	small	2707
TYDV	103	small	1018
TPDV	93	small	2702
TPDV	99	small	758
TPDV	103	small	1078
CYDV	103	summary	189
TPDV	92	insurance	5
TPDV	99	small	2637
PTDV	90	small	347
TPDV	101	small	1766
SLDV	100	small	204
SLDV	99	small	305
TPDV	90	small	2109
TPDV	94	small	1328
PCDV	99	small	2377
TPDV	95	small	3200
TPDV	97	small	1590
KLDV	98	small	2035
PCDV	104	summary	51
TYDV	99	insurance	10
TPDV	89	suit	1199
TPDV	101	small	2605
TCDV	101	small	2950
MLDV	97	small	348
SLDV	104	small	45
PCDV	103	small	1791
TPDV	91	small	282
ILDV	103	summary	235
SLDV	104	small	91
TYDV	97	insurance	84
MLDV	102	small	491
SCDV	101	small	31
TPDV	98	small	2931
SLDV	101	small	309
KLDV	95	small	853
TYDV	101	small	697
TPDV	102	small	604
TCDV	103	small	3207
KSDV	97	summary	268
KSDV	99	small	168
TCDV	95	summary	1684
TPDV	95	small	1904
SLDV	98	small	989
KLDV	99	small	492
KSDV	98	summary	942
PCDV	101	small	472
KSDV	104	small	59
CHDV	96	insurance	37
SLDV	102	summary	958
SLDV	103	summary	334
SLDV	95	small	2725
SLDV	97	suit	802
NTDV	92	small	52
NTDV	93	summary	146
PTDV	101	summary	197
PTDV	90	suit	788
MLDV	91	suit	89
TYDV	94	suit	42
TYDV	95	suit	830
KSDV	103	summary	981
KSDV	93	summary	1484
KSDV	97	insurance	39
KSDV	98	suit	1648
ULDV	102	suit	1
ULDV	98	suit	453
PCDV	100	small	482
PCDV	100	small	646
PCDV	100	summary	1290
PCDV	101	summary	962
PCDV	102	summary	1992
PCDV	103	suit	145
PCDV	91	suit	459
PCDV	91	suit	867
PCDV	97	suit	2237
PCDV	99	small	867
SCDV	104	small	108
TCDV	101	small	966
TCDV	103	summary	2542
TCDV	90	summary	750
TCDV	91	suit	941
TCDV	94	small	1599
TCDV	95	summary	5505
TCDV	98	small	1124
TCDV	99	summary	2947
TPDV	100	summary	7374
TPDV	101	small	1956
TPDV	102	summary	1175
TPDV	103	small	3154
TPDV	88	suit	3563
TPDV	90	suit	5986
TPDV	90	suit	6281
TPDV	94	suit	146
TPDV	99	summary	13860
TNDV	92	suit	518
CYDV	102	small	37
SLDV	99	small	129
TPDV	103	small	551
KLDV	99	summary	644
TYDV	103	small	91
SLDV	100	small	978
SLDV	100	suit	281
SLDV	103	small	1006
SLDV	103	suit	599
SLDV	99	small	1338
ILDV	96	summary	25
PTDV	101	suit	684
PTDV	99	summary	132
TYDV	89	suit	1875
KSDV	93	summary	1654
KSDV	98	summary	4191
KLDV	96	small	888
PCDV	93	suit	690
PCDV	95	suit	1163
SCDV	100	suit	159
TPDV	102	suit	4077
TNDV	96	small	3108
PCDV	103	small	1420
TPDV	103	summary	3017
TYDV	100	small	1370
TPDV	93	insurance	19
TPDV	103	small	1958
TPDV	102	small	2220
PCDV	102	small	1429
SLDV	97	small	1524
TPDV	102	small	926
CHDV	96	small	135
MLDV	93	small	176
SLDV	102	small	857
NTDV	95	small	107
TCDV	97	small	1610
SCDV	100	small	302
KSDV	99	small	1826
TPDV	92	small	332
TCDV	100	small	534
TPDV	104	small	540
CHDV	104	small	5
SLDV	100	small	204
SCDV	99	small	256
TPDV	95	small	1361
TCDV	91	small	343
TPDV	90	insurance	119
TPDV	93	insurance	78
TPDV	90	small	996
SLDV	93	small	934
TCDV	103	small	1202
TYDV	92	small	357
TPDV	99	small	1140
TPDV	97	small	3730
TCDV	97	small	1036
TPDV	101	small	2668
SLDV	102	small	641
HLDV	96	small	246
NTDV	97	small	448
MLDV	90	summary	514
TYDV	92	small	709
TYDV	99	insurance	87
KSDV	100	small	619
PCDV	101	small	160
PCDV	102	small	2089
PCDV	91	suit	1635
PCDV	91	insurance	26
PCDV	98	small	3409
SCDV	101	summary	232
SCDV	103	small	279
SCDV	92	small	106
CHDV	91	summary	74
TCDV	102	small	1632
TCDV	90	small	631
TPDV	102	small	365
TPDV	103	small	1143
TPDV	94	summary	26856
TPDV	95	small	3389
TPDV	95	summary	31892
TPDV	96	summary	29452
TPDV	99	small	231
TNDV	102	small	818
TNDV	96	small	1886
KSDV	101	summary	27
PCDV	101	small	48
TCDV	92	small	841
KSDV	99	small	275
ULDV	90	small	60
